<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ING,D,20150806,000000,121.8,123.58,116.77,123.26,42861,0
ING,D,20150807,000000,122.71,122.71,118.22,119.1,11999,0
ING,D,20150810,000000,118.96,121.99,118.96,121.99,4825,0
ING,D,20150811,000000,121.99,123.68,121.7,123.13,40784,0
ING,D,20150812,000000,122.71,123.08,119.97,122.25,7027,0
ING,D,20150813,000000,122.66,122.9,121.8,122.66,26251,0
ING,D,20150814,000000,122.66,123.58,120.93,122.06,20881,0
ING,D,20150817,000000,122.06,122.71,120.3,120.97,8692,0
ING,D,20150818,000000,121.4,121.4,119.37,119.97,4439,0
ING,D,20150819,000000,122.25,122.35,120.93,121.52,18974,0
ING,D,20150820,000000,120.89,121.66,115.62,119.82,17054,0
ING,D,20150821,000000,119.74,119.74,118.18,119.05,4835,0
ING,D,20150824,000000,117.22,117.22,111.63,113.56,22102,0
ING,D,20150825,000000,112.27,117.67,108.53,109.43,39621,0
ING,D,20150826,000000,110.9,112.64,109.53,110.81,37633,0
ING,D,20150827,000000,113.83,116.89,109.58,111.27,46074,0
ING,D,20150828,000000,111.72,115.98,111.27,115.84,8931,0
ING,D,20150831,000000,116.77,116.77,114.06,116.44,1546,0
ING,D,20150901,000000,116.39,116.39,110.99,114.16,24466,0
ING,D,20150902,000000,114.01,116.03,113.28,113.28,2881,0
ING,D,20150903,000000,111.36,115.38,111.36,112.46,14435,0
ING,D,20150904,000000,112.46,114.43,112.09,112.09,2757,0
ING,D,20150907,000000,112.09,114.93,111.58,111.58,5064,0
ING,D,20150908,000000,112.6,112.6,109.89,111.72,22074,0
ING,D,20150909,000000,112.41,113.46,112.41,112.6,4378,0
ING,D,20150910,000000,113.24,113.24,112.18,112.18,9028,0
ING,D,20150911,000000,113.11,114.66,112.32,112.82,76006,0
ING,D,20150914,000000,113.56,113.56,110.72,111.31,48836,0
ING,D,20150915,000000,109.58,111.27,109.53,110.4,47464,0
ING,D,20150916,000000,111.03,112.56,111.03,112.18,26287,0
ING,D,20150917,000000,110.99,112.56,110.99,111.72,23476,0
ING,D,20150918,000000,111.55,113.11,111.13,111.13,29320,0
ING,D,20150921,000000,111.08,112.36,110.81,111.86,3846,0
ING,D,20150922,000000,110.4,112.6,109.53,109.89,25163,0
ING,D,20150923,000000,109.89,110.72,108.58,108.98,44632,0
ING,D,20150924,000000,108.53,109.39,108.53,108.53,26868,0
ING,D,20150925,000000,108.53,109.29,107.14,108.58,104771,0
ING,D,20150928,000000,106.88,109.89,106.88,107.79,72185,0
ING,D,20150929,000000,107.79,108.03,106.5,107.01,67186,0
ING,D,20150930,000000,107.52,109.16,107.05,109.16,54386,0
ING,D,20151001,000000,109.76,112.69,109.76,111.72,16861,0
ING,D,20151002,000000,112.64,112.64,109.48,109.48,2348,0
ING,D,20151005,000000,110.03,110.35,107.24,109.94,14001,0
ING,D,20151006,000000,110.58,112.64,109.89,112.64,10534,0
ING,D,20151007,000000,113.32,115.38,111.77,113.01,50097,0
ING,D,20151008,000000,112.64,113.51,112.23,112.64,2436,0
ING,D,20151009,000000,112.36,116.82,112.36,116.77,6342,0
ING,D,20151012,000000,116.94,116.94,115.71,116.77,5551,0
ING,D,20151013,000000,116.31,116.77,115.02,116.77,1942,0
ING,D,20151014,000000,115.02,116.77,114.48,115.3,1356,0
ING,D,20151015,000000,115.3,116.77,114.43,116.77,20658,0
ING,D,20151016,000000,116.77,116.77,116.31,116.77,5882,0
ING,D,20151019,000000,116.22,117.87,116.22,117.87,12171,0
ING,D,20151020,000000,117.67,119.55,116.77,119.55,3504,0
ING,D,20151021,000000,119.65,119.65,116.82,118.14,36729,0
ING,D,20151022,000000,118.22,118.73,115.81,117.67,22929,0
ING,D,20151023,000000,117.63,117.63,116.08,116.22,5730,0
ING,D,20151026,000000,114.51,116.31,114.51,114.75,1941,0
ING,D,20151027,000000,114.48,117.22,113.61,115.34,34898,0
ING,D,20151028,000000,113.14,115.38,113.14,115.21,7918,0
ING,D,20151029,000000,115.38,115.38,111.45,112.36,17055,0
ING,D,20151030,000000,112.6,114.38,110.68,110.9,20554,0
ING,D,20151102,000000,111.81,114.75,111.81,114.43,1594,0
ING,D,20151103,000000,114.24,114.48,113.28,114.21,1466,0
ING,D,20151104,000000,114.48,117.67,113.56,114.98,33233,0
ING,D,20151105,000000,117.67,117.67,115.11,116.48,19175,0
ING,D,20151106,000000,116.31,116.31,112.51,113.11,33860,0
ING,D,20151109,000000,112,115.84,112,113.56,14030,0
ING,D,20151110,000000,113.37,113.46,111.41,111.41,54364,0
ING,D,20151112,000000,111.03,111.08,107.33,108.14,5529,0
ING,D,20151113,000000,108.08,110.76,107.38,109.84,14656,0
ING,D,20151116,000000,109.89,110.58,107.33,108.03,18916,0
ING,D,20151117,000000,108.08,110.58,107.55,108.88,23580,0
ING,D,20151118,000000,108.93,109.8,108.58,108.65,11513,0
ING,D,20151119,000000,108.69,109.84,108.65,108.84,18172,0
ING,D,20151120,000000,108.88,109.43,108.65,109.13,11384,0
ING,D,20151123,000000,108.65,109.58,105.82,107.14,20867,0
ING,D,20151124,000000,107.14,107.93,105.91,105.91,10216,0
ING,D,20151125,000000,106.23,107.14,104.86,105.31,6813,0
ING,D,20151126,000000,106.04,106.97,104.49,105.31,15852,0
ING,D,20151127,000000,106.14,106.97,104.4,104.86,21390,0
ING,D,20151130,000000,105.31,106.59,103.99,105.31,6502,0
ING,D,20151201,000000,104.31,106.88,104.31,105.77,24737,0
ING,D,20151202,000000,105.36,107.14,103.62,103.62,6808,0
ING,D,20151203,000000,103.48,105.31,103.48,104.4,3076,0
ING,D,20151204,000000,103.48,104.4,100.09,104.4,32291,0
ING,D,20151207,000000,105.31,108.43,105.31,107.83,8067,0
ING,D,20151208,000000,107.38,109.24,107.38,108.08,49911,0
ING,D,20151209,000000,108.74,108.79,100.36,103.9,21663,0
ING,D,20151210,000000,104.08,107.59,103.95,106.23,48228,0
ING,D,20151211,000000,107.83,107.88,102.56,103.06,46527,0
ING,D,20151214,000000,103.11,103.48,98.727,99.139,25679,0
ING,D,20151215,000000,99.82,101.19,99.178,99.55,29566,0
ING,D,20151216,000000,100.69,102.34,98.903,100.74,22992,0
ING,D,20151217,000000,100.79,105.27,100.79,104.35,12798,0
ING,D,20151218,000000,101.29,107.79,101.29,107.14,23162,0
ING,D,20151221,000000,107.09,110.63,107.09,110.13,32148,0
ING,D,20151222,000000,110.81,112.18,107.98,110.81,19591,0
ING,D,20151223,000000,110.08,112.46,109.03,110.81,19148,0
ING,D,20151228,000000,111.18,111.22,109.03,109.89,14901,0
ING,D,20151229,000000,108.98,112.09,107.64,112.09,80458,0
ING,D,20151230,000000,113.56,113.56,106.28,107.28,130853,0
ING,D,20160104,000000,105.31,107.59,105.31,107.05,49202,0
ING,D,20160105,000000,106.23,108.03,106.23,107.14,56957,0
ING,D,20160107,000000,107.24,107.24,104.4,106.23,42783,0
ING,D,20160108,000000,107.09,107.09,105.27,105.77,22774,0
ING,D,20160111,000000,106.19,106.19,105.09,105.77,18756,0
ING,D,20160112,000000,105.31,109.94,105.31,108.08,34013,0
ING,D,20160113,000000,111.72,111.72,108.53,108.88,12772,0
ING,D,20160114,000000,108.34,108.53,105.31,106.69,3208,0
ING,D,20160115,000000,106.14,106.64,105.41,105.41,1630,0
ING,D,20160118,000000,104.76,104.76,99.5,99.69,7892,0
ING,D,20160119,000000,100.14,103.44,99.78,99.82,20801,0
