<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
STX,D,20180801,000000,2.6027,2.6027,2.5423,2.5423,253009,0
STX,D,20180802,000000,2.5423,2.5423,2.4895,2.4895,40922,0
STX,D,20180803,000000,2.5046,2.731,2.5046,2.6479,1135368,0
STX,D,20180806,000000,2.7082,2.7082,2.5649,2.5876,502866,0
STX,D,20180807,000000,2.6253,2.6329,2.5649,2.5649,868237,0
STX,D,20180808,000000,2.5574,2.58,2.5348,2.5649,269185,0
STX,D,20180809,000000,2.5725,2.595,2.5649,2.5649,53324,0
STX,D,20180810,000000,2.6027,2.6027,2.5574,2.5649,36198,0
STX,D,20180813,000000,2.5574,2.5725,2.5423,2.5649,67813,0
STX,D,20180814,000000,2.5649,2.58,2.5574,2.5574,15509,0
STX,D,20180816,000000,2.5574,2.595,2.5499,2.5649,341671,0
STX,D,20180817,000000,2.5649,2.5649,2.5499,2.5649,599068,0
STX,D,20180820,000000,2.5574,2.5649,2.5272,2.5423,323126,0
STX,D,20180821,000000,2.5574,2.6404,2.5348,2.6329,169449,0
STX,D,20180822,000000,2.6404,2.6404,2.5197,2.5649,131169,0
STX,D,20180823,000000,2.5348,2.5574,2.5197,2.5272,94674,0
STX,D,20180824,000000,2.5348,2.5499,2.5197,2.5272,82704,0
STX,D,20180827,000000,2.5725,2.5725,2.5272,2.5725,72871,0
STX,D,20180828,000000,2.5725,2.6027,2.5423,2.5423,114438,0
STX,D,20180829,000000,2.595,2.595,2.5197,2.5272,26006,0
STX,D,20180830,000000,2.5649,2.5649,2.5197,2.5272,15495,0
STX,D,20180831,000000,2.5197,2.5423,2.497,2.5197,35633,0
STX,D,20180903,000000,2.5272,2.5348,2.4744,2.5121,42548,0
STX,D,20180904,000000,2.4895,2.5121,2.4216,2.4668,167303,0
STX,D,20180905,000000,2.4668,2.4668,2.4442,2.4518,76411,0
STX,D,20180906,000000,2.4367,2.4367,2.3236,2.3764,144225,0
STX,D,20180907,000000,2.3764,2.3764,2.2857,2.3386,153513,0
STX,D,20180910,000000,2.316,2.3461,2.3009,2.316,91684,0
STX,D,20180911,000000,2.3311,2.3386,2.2933,2.3009,83081,0
